"요일별","시간대별","월별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"일","14시-16시","10월","사망자수[명]","명","5","1","8","3","8","8","3","2","2","5","3",
"일","14시-16시","10월","부상자수[명]","명","501","424","421","448","524","562","445","497","433","498","499",
"일","14시-16시","11월","사고건수[건]","건","236","209","293","271","240","270","240","243","319","263","242",
"일","14시-16시","11월","사망자수[명]","명","7","6","3","2","1","5","2","3","3","2","1",
"일","14시-16시","11월","부상자수[명]","명","430","356","505","491","425","443","410","415","507","429","405",
"일","14시-16시","12월","사고건수[건]","건","235","221","200","195","178","246","250","287","192","205","230",
"일","14시-16시","12월","사망자수[명]","명","4","2","0","2","5","3","4","6","0","0","0",
"일","14시-16시","12월","부상자수[명]","명","419","427","364","326","328","444","424","469","269","340","378",
"일","16시-18시","전체","사고건수[건]","건","2993","3037","3063","3323","2980","3041","2938","3209","2931","3015","2741",
"일","16시-18시","전체","사망자수[명]","명","63","57","62","46","50","39","44","27","43","41","31",
"일","16시-18시","전체","부상자수[명]","명","5353","5627","5334","5704","5334","5106","5007","5657","4848","4831","4445",
"일","16시-18시","1월","사고건수[건]","건","212","179","177","176","240","224","161","179","180","216","227",
"일","16시-18시","1월","사망자수[명]","명","6","3","4","2","3","5","2","2","1","3","0",
"일","16시-18시","1월","부상자수[명]","명","389","338","302","298","403","384","267","315","350","332","329",
"일","16시-18시","2월","사고건수[건]","건","184","204","170","181","197","182","186","202","197","213","153",
"일","16시-18시","2월","사망자수[명]","명","1","4","0","2","2","3","1","1","7","2","2",
"일","16시-18시","2월","부상자수[명]","명","324","402","266","309","374","313","331","355","329","354","241",
"일","16시-18시","3월","사고건수[건]","건","181","278","279","332","210","196","194","290","229","226","171",
"일","16시-18시","3월","사망자수[명]","명","2","8","8","4","0","1","5","0","7","5","3",
"일","16시-18시","3월","부상자수[명]","명","343","519","488","545","350","297","313","529","373","361","263",
"일","16시-18시","4월","사고건수[건]","건","286","281","243","247","264","326","317","237","208","264","255",
"일","16시-18시","4월","사망자수[명]","명","10","10","5","0","3","1","4","1","2","2","6",
"일","16시-18시","4월","부상자수[명]","명","480","470","361","462","444","519","535","416","345","442","439",
"일","16시-18시","5월","사고건수[건]","건","265","269","274","393","335","255","215","296","292","297","354",
"일","16시-18시","5월","사망자수[명]","명","4","3","4","4","8","0","5","2","3","5","3",
"일","16시-18시","5월","부상자수[명]","명","485","516","484","700","590","433","320","545","472","463","572",
"일","16시-18시","6월","사고건수[건]","건","245","310","319","239","254","252","241","334","256","252","193",
"일","16시-18시","6월","사망자수[명]","명","7","5","5","5","0","3","4","6","0","3","4",
"일","16시-18시","6월","부상자수[명]","명","420","600","565","422","479","413","386","581","471","405","332",
"일","16시-18시","7월","사고건수[건]","건","330","205","274","257","263","270","310","243","215","229","257",
"일","16시-18시","7월","사망자수[명]","명","5","2","4","4","7","6","4","1","2","1","1",
"일","16시-18시","7월","부상자수[명]","명","593","430","526","442","574","481","538","431","351","383","425",
"일","16시-18시","8월","사고건수[건]","건","247","257","283","329","245","233","225","237","308","286","217",
"일","16시-18시","8월","사망자수[명]","명","6","4","2","4","4","1","4","1","9","5","1",
"일","16시-18시","8월","부상자수[명]","명","470","501","554","543","459","423","402","482","506","443","346",
"일","16시-18시","9월","사고건수[건]","건","278","283","248","274","187","273","354","335","266","269","210",
"일","16시-18시","9월","사망자수[명]","명","9","9","9","6","8","6","6","3","2","5","3",
"일","16시-18시","9월","부상자수[명]","명","505","502","436","495","283","437","646","557","434","446","335",
"일","16시-18시","10월","사고건수[건]","건","263","243","274","282","343","302","248","256","286","329","269",
"일","16시-18시","10월","사망자수[명]","명","5","5","8","5","8","5","5","1","5","5","4",
"일","16시-18시","10월","부상자수[명]","명","449","411","467","474","634","525","400","424","437","513","460",
"일","16시-18시","11월","사고건수[건]","건","254","271","319","367","236","270","241","293","308","241","229",
"일","16시-18시","11월","사망자수[명]","명","5","4","8","7","2","4","2","8","3","3","1",
"일","16시-18시","11월","부상자수[명]","명","465","476","538","613","390","455","461","497","486","395","376",
"일","16시-18시","12월","사고건수[건]","건","248","257","203","246","206","258","246","307","186","193","206",
"일","16시-18시","12월","사망자수[명]","명","3","0","5","3","5","4","2","1","2","2","3",
"일","16시-18시","12월","부상자수[명]","명","430","462","347","401","354","426","408","525","294","294","327",
"일","18시-20시","전체","사고건수[건]","건","3427","3280","3384","3427","3258","3269","3075","3410","3051","3063","2900",
"일","18시-20시","전체","사망자수[명]","명","71","84","84","76","68","65","55","43","48","33","37",
"일","18시-20시","전체","부상자수[명]","명","5904","5463","5474","5632","5245","5176","4861","5310","4791","4721","4363",
"일","18시-20시","1월","사고건수[건]","건","312","216","217","288","326","321","217","230","227","275","308",
"일","18시-20시","1월","사망자수[명]","명","9","12","7","9","6","10","2","2","7","4","2",
"일","18시-20시","1월","부상자수[명]","명","523","350","346","439","500","536","344","343","368","394","443",
"일","18시-20시","2월","사고건수[건]","건","234","221","220","233","230","223","207","260","231","217","196",
"일","18시-20시","2월","사망자수[명]","명","4","7","3","6","7","2","5","1","1","4","4",
"일","18시-20시","2월","부상자수[명]","명","412","390","370","389","389","368","357","412","366","351","286",
"일","18시-20시","3월","사고건수[건]","건","230","329","318","301","210","236","224","304","216","217","178",
"일","18시-20시","3월","사망자수[명]","명","2","10","5","10","4","4","9","1","2","1","4",
"일","18시-20시","3월","부상자수[명]","명","398","535","540","472","333","384","365","473","344","362","250",
"일","18시-20시","4월","사고건수[건]","건","326","256","260","273","247","276","296","192","226","232","196",
"일","18시-20시","4월","사망자수[명]","명","11","10","11","5","4","7","7","3","2","1","4",
"일","18시-20시","4월","부상자수[명]","명","515","424","402","455","374","454","485","279","367","358","282",
"일","18시-20시","5월","사고건수[건]","건","241","256","269","280","299","205","203","224","250","272","247",
"일","18시-20시","5월","사망자수[명]","명","5","1","3","5","6","3","0","4","6","4","4",
"일","18시-20시","5월","부상자수[명]","명","442","402","454","459","441","318","334","347","401","417","385",
"일","18시-20시","6월","사고건수[건]","건","234","284","258","226","233","237","204","247","240","223","188",
"일","18시-20시","6월","사망자수[명]","명","5","5","3","1","3","2","1","2","3","1","0",
"일","18시-20시","6월","부상자수[명]","명","424","484","401","396","362","364","318","393","365","355","281",
"일","18시-20시","7월","사고건수[건]","건","285","208","225","224","258","256","282","206","231","216","247",
"일","18시-20시","7월","사망자수[명]","명","1","3","8","3","4","3","3","0","1","2","3",
"일","18시-20시","7월","부상자수[명]","명","477","376","362","365","417","392","444","339","383","344","358",
"일","18시-20시","8월","사고건수[건]","건","248","183","311","328","228","190","215","266","285","268","210",
"일","18시-20시","8월","사망자수[명]","명","1","2","2","7","8","3","2","3","5","2","2",
"일","18시-20시","8월","부상자수[명]","명","451","329","485","557","395","291","336","420","464","407","336",
"일","18시-20시","9월","사고건수[건]","건","351","332","238","259","242","268","282","360","234","237","246",
"일","18시-20시","9월","사망자수[명]","명","4","4","11","3","2","3","11","7","11","3","1",
"일","18시-20시","9월","부상자수[명]","명","627","553","371","408","376","421","441","535","335","365","368",
"일","18시-20시","10월","사고건수[건]","건","330","329","348","310","429","411","332","302","313","396","360",
"일","18시-20시","10월","사망자수[명]","명","11","11","10","10","11","10","8","3","5","4","3",
"일","18시-20시","10월","부상자수[명]","명","549","564","548","530","741","636","525","491","476","644","552",
"일","18시-20시","11월","사고건수[건]","건","379","343","455","442","301","306","306","429","357","275","284",
"일","18시-20시","11월","사망자수[명]","명","8","10","13","11","7","11","3","10","5","5","4",
"일","18시-20시","11월","부상자수[명]","명","659","513","770","750","521","473","443","629","566","405","413",
"일","18시-20시","12월","사고건수[건]","건","257","323","265","263","255","340","307","390","241","235","240",
"일","18시-20시","12월","사망자수[명]","명","10","9","8","6","6","7","4","7","0","2","6",
"일","18시-20시","12월","부상자수[명]","명","427","543","425","412","396","539","469","649","356","319","409",
"일","20시-22시","전체","사고건수[건]","건","3066","2889","2974","2963","2720","2715","2595","2703","2328","2446","2309",
"일","20시-22시","전체","사망자수[명]","명","68","75","49","78","65","53","55","36","42","35","37",
"일","20시-22시","전체","부상자수[명]","명","5070","4732","4808","4861","4273","4329","3977","4180","3532","3576","3585",
"일","20시-22시","1월","사고건수[건]","건","242","176","159","248","255","239","167","149","146","219","278",
"일","20시-22시","1월","사망자수[명]","명","4","5","5","4","9","4","4","4","2","1","8",
"일","20시-22시","1월","부상자수[명]","명","446","290","269","435","404","379","254","231","224","317","434",
"일","20시-22시","2월","사고건수[건]","건","227","215","181","193","173","203","206","160","180","190","160",
